Index,Post,Trans,Label,Type
777.0,"**«Вот взять бы и ударить по Красной площади»

**Украинский журналист Дмитрий Гордон сожалеет, что Запад не предоставил соответствующие ракеты","**I would like to hit the Red Square.

Ukrainian journalist Dmitry Gordon regrets that the West did not provide the appropriate missiles",,
778.0,Доброе утро,Good morning,,
779.0,"В соцсетях появились кадры, на которых неизвестные поджигают автомобиль с Z-символикой.

Место действия неизвестно","In social networks there were shots in which unknown people set fire to a car with a Z-symbolic.

Location unknown",,
780.0,"Во время матча Португалия - Уругвай на поле выбежал фанат **в футболке со слоганами в поддержку Украины и женщин Ирана, а в руках держал флаг ЛГБТ.

**На последнем фото испанские болельщики с флагом нацисткого батальона Азов.","During the match Portugal – Uruguay on the field ran a fan in a T-shirt with slogans in support of Ukraine and women of Iran, and held the flag of LGBT people.

** In the last photo, Spanish fans with the flag of the Nazi battalion Azov.",,
781.0,"Как звучит «Доброе утро» на голландском.

Оказывается, я каждое утро на голландском разговариваю","It sounds like “Good Morning” in Dutch.

Turns out I speak Dutch every morning",,
782.0,Совпадение? Не думаю...,Coincidence? I don't think. .,,
783.0,"Гордон, ты дурак?","Gordon, are you stupid?",,
784.0,"В Волгограде девушка забыла в такси **пол бутылки пива и потребовала её вернуть, либо перевести деньги на карту.

**В итоге водителю позвонила техподдержка с просьбой отвести 0.2 литров пивчанского в бюро находок и после отказа мужчину заблокировали в сервисе такси, где он работал.

Фантастические твари и где они обитают.","In Volgograd, the girl left a half bottle of beer in a taxi and demanded to return it or transfer the money to a card.

**As a result, the driver received a call from technical support with a request to take 0.2 liters of Pivchansky to the found office and after the refusal, the man was blocked in the taxi service where he worked.

Fantastic creatures and where they live.",,
785.0,"**🤬🇨🇦Канадские силовики топчут протестующих.

**Конная полиция врывается в толпу митингующих граждан с одной единственной целью: покалечить нескольких, чтобы запугать остальных.","** Canadian security forces are trampling on protesters.

Mounted police rush into a crowd of protesting citizens with one sole purpose: to maim a few to intimidate the rest.",,
786.0,"И такое случается.

Кадры с той стороны.","And it happens.

Footage from that side.",,
787.0,Работают профессионалы😎 Зачистка по-украински😏,Professionals working ы Cleaning in Ukrainian ст,,
788.0,"**❗️Президенты России и Казахстана подписали совместную декларацию по итогам переговоров в Москве. Главное:

**– Россия и Казахстан продолжат взаимодействие между вооруженными силами;

– Москва и Астана будут и дальше развивать военно-техническое сотрудничество;

– Стороны развивают союзнические отношения и занимают близкие позиции по актуальным международным проблемам;

– Россия и Казахстан намерены наращивать потенциал ОДКБ и совершенствовать борьбу с современными угрозами;

– Москва и Астана воздерживаются от нанесения вреда стратегическому партнерству и укрепляют сотрудничество в области энергетики и транзита энергоресурсов;

– Россия и Казахстан прилагают усилия по предотвращению гонки вооружений и военных действий в космосе.","The presidents of Russia and Kazakhstan signed a joint declaration following the talks in Moscow. Important:

Russia and Kazakhstan will continue cooperation between the armed forces.

Moscow and Astana will continue to develop military-technical cooperation;

- The parties develop allied relations and take close positions on topical international problems;

Russia and Kazakhstan intend to increase the potential of the CSTO and improve the fight against modern threats;

Moscow and Astana refrain from harming the strategic partnership and strengthen cooperation in the field of energy and energy transit;

Russia and Kazakhstan are making efforts to prevent an arms race and military action in space.",,
789.0,"**Массовая драка в Подольске

**Двое бородачей вступили в кулачный бой с двумя молодыми парнями.
По итогу весь этот беспредел смогли разнять только полицейские.","** Massive brawl in Podolsk

Two bearded men engaged in a fist fight with two young men.
As a result, only the police could distinguish all this disorder.",,
790.0,"❗️🇺🇦**Промытая пропагандой украинка втирает русскоязычным согражданам, что они второй сорт.**",Propaganda-washed Ukrainian rubbing Russian-speaking fellow citizens that they are second class.**,,
791.0,"**Если шо какай на пакет

**Украинские будни. Орки украли стены. А воды не буде. 😢

Пока Зеленский отменяет финмониторинг, чем окончательно закрывает тему с вступлением в Евросоюз, украинцы в неведении продолжают свою борьбу. Будут какать на пакеты.","If you poop on the bag

Ukrainian weekdays. Orcs stole the walls. There's no water.

While Zelensky cancels financial monitoring, which finally closes the topic with accession to the European Union, Ukrainians in the dark continue their struggle. They'll poop on the bags.",,
792.0,"**👏 Минобороны показало, как устроена работа военных врачей, добровольно прибывших в зону спецоперации.**

""Я **по зову сердца пришел служить своей Родине, помогать ребятам**, которые находятся сейчас на переднем крае и ведут активные боевые действия"",__ __— рассказал начальник анестезиолого-реанимационного отделения Алексей

**Ставь ❤️, если гордишься нашими врачами!**

[От Первого Лица](https://t.me/otpervogolitsa)","**The Ministry of Defense showed how the work of military doctors who voluntarily arrived in the special operation zone is arranged.**

""I came to serve my Motherland, to help the guys who are now on the front line and are conducting active hostilities,"" - said the head of the anesthesiological and intensive care department Alexei.

If you are proud of our doctors!

[From First Person] (https://t.me/otpervogolitsa)",,
793.0,"Вечеринка в Брюсселе вчера явно вышла из под контроля.

Напоминаем, что это марроканцы так праздновали победу своей сборной по футболу.","The party in Brussels was clearly out of control yesterday.

We remind you that the Moroccans celebrated the victory of their national football team.",,
794.0,"Наталья Украинская была под наркотиками, когда протаранила мать с двумя детьми на улице Свободы в Москве. Это подтверждено экспертизой.

36-летняя женщина и её четырёхлетний сын погибли, а годовалая дочка в больнице. Виновнице грозит до 15 лет.","Natalia Ukrainskaya was under drugs when she rammed a mother with two children on Freedom Street in Moscow. It's backed up by forensics.

A 36-year-old woman and her four-year-old son died, and her one-year-old daughter was hospitalized. The culprit faces up to 15 years.",,
795.0,"В Новосибирске посетители бизнес-центра запустили собаку внутрь, чтобы она погрелась, но это не понравилось охраннику. Он несколько раз ударил четырёхлапую ногами (не попало на видео), после чего взял за шкирку и выкинул на мороз. Местные, узнав об этом, обрушили рейтинг заведения в сети .

Тут еще вопрос, кто в этой истории животное","In Novosibirsk, visitors to the business center launched the dog inside to warm up, but the guard did not like it. He hit his four-legged legs several times (not in the video), then took the neck and threw it out in the cold. Locals, having learned about this, downgraded the rating of the institution in the network.

I wonder who the animal is in this story",,
796.0,"Хорватская болельщица  продолжает гнуть свою линию, поэтому пришла на матч сборной Хорватии против Марокко в обтягивающем платье с глубоким декольте.","The Croatian fan continues to bend her line, so she came to the match of the Croatian national team against Morocco in a tight dress with a deep neckline.",,
797.0,"**Российские военные нашли доказательство пыток со стороны ВСУ.**

В районе село «Пологи» обнаружена пыточная комната со всем необходимым «оборудованием».","**The Russian military found evidence of torture by the APU.**

In the area of the village “Polog” found a torture room with all the necessary “equipment”.",,
798.0,"**«Украинцы – самый тупой народ»** – тиктокерша из Ивано-Франковска жестко троллит украинцев.

«Я родилась в Украине, и это моя самая большая ошибка».","**“Ukrainians are the dumbest people”** – Tiktokersh from Ivano-Frankivsk hard trolls Ukrainians.

I was born in Ukraine, and this is my biggest mistake.",,
799.0,А вы точно сапёр?,Are you a sapper?,,
800.0,**Встретились как-то два дэбила в лесу и решили проверить **дерево на прочность.,**We met two morons in the woods and decided to test the tree for strength.,,
801.0,"Мигрант убил клиентку в Питере, потому что ей не понравился ремонт.

27-летняя Юлиана захотела изменить свою хату, и для этого пригласила 41-летнего Алмаза из Киргизии. К сожалению, результат разочаровал хозяйку. Мастурбек решил, что ему не заплатят, поэтому ударил петербурженку по голове чем-то тяжёлым, а после задушил проволокой.

25 ноября тело мадам нашли в квартире под мешками со строительным мусором. На шее убитой был след от проволоки, а сама она была завёрнута в полиэтилен. На камерах видеонаблюдения видно, как девушка заходит в лифт, а уже после выходит её убийца. Позже его задержали","A migrant killed a client in St. Petersburg because she didn't like the repairs.

Juliana, 27, wanted to change her house and invited 41-year-old Diamond from Kyrgyzstan to do so. Unfortunately, the result disappointed the hostess. Masturbek decided that he would not be paid, so he hit the St. Petersburg woman on the head with something heavy, and then strangled him with wire.

On November 25, the body of the madam was found in an apartment under bags of construction debris. There was a wire mark on her neck, and she was wrapped in plastic. On security cameras, you can see how the girl enters the elevator, and after her killer comes out. He was later detained",,
802.0,Обычная школьная столовка,Regular school cafeteria,,
803.0,"**Зеленский пугает Украину: Русские готовят новые удары и пока у них есть ракеты – они не успокоятся.

**__""Начинающаяся неделя может быть такой же сложной, как и эта уходящая. Наши силы обороны готовятся. Все государство готовится. Все сценарии прорабатываем, в том числе с партнерами"".__","**Zelensky scares Ukraine: The Russians are preparing new strikes and as long as they have missiles, they will not rest.

The beginning of the week can be as difficult as this one. Our defense forces are preparing. The whole state is preparing. We are working on all scenarios, including with partners",,
804.0,🇷🇺🇺🇦 Донбасс. Прямое попадание по окопу ВСУ.,Donbass. Direct hit on the AFU trench.,,
805.0,Когда у тебя отключили отопление и ты решил приобрести электрический обогреватель. Но потом отключили и электричество…,"When your heating was turned off, you decided to buy an electric heater. But then the electricity was turned off",,
806.0,Наёмный нацист из США летит воевать в Украину,A hired Nazi from the United States flies to fight in Ukraine,,
807.0,"Турецкий болельщик во время футбольного матча взял угловой флажок и пизданул им вратаря.

Такой футбол мы смотрим","A Turkish fan during a football match took a corner flag and gave them a cunt goalkeeper.

This is the kind of football we watch",,
808.0,"А так фанаты сборной Марокко празднуют победу родной команды над сборной Бельгии. В столице Бельгии — Брюсселе.

Всё в лучших традициях: разбитые стёкла, драки, огонь и разгон ликующей-кайфующей толпы слезоточивым газом и водомётами","And so fans of the Moroccan national team celebrate the victory of their native team over the Belgian national team. In the capital of Belgium, Brussels.

Everything is in the best traditions: broken glass, fights, fire and dispersal of the jubilant crowd with tear gas and water cannons",,
809.0,"Неожиданная встреча произошла ночью на трассе в Балахнинском районе (Нижегородская область).

Один из пострадавших — 43-летний мужчина — скончался. Предположительно, оба были пьяные","The unexpected meeting occurred at night on the highway in Balakhninsky district (Nizhny Novgorod region).

One of the victims, a 43-year-old man, died. Presumably, both were drunk",,
810.0,Мощный удар ВС России по колонне техники ВСУ. Детонация одной из машин с боеприпасами.,A powerful blow of the Russian Armed Forces on a convoy of APU equipment. Detonation of one of the vehicles with ammunition.,,
811.0,А выебонов-то было,It was crazy,,
812.0,Минус нога,Minus leg,,
813.0,"**Мужик, который держит в страхе весь дом.

**Клоун ходит по подъездам с топором и рубит двери.","The man who keeps the house at bay.

A clown walks through the entrances with an axe and cuts down doors.",,
814.0,"🇺🇦😁Вменяемые украинцы во всю высмеивают в сети широко разрекламированные  Зеленским так называемые Пункты Незламности. Которые на самом деле представляют из себя....Ну в общем — ничего не представляют

☺️Сами украинцы говорят, что толку от этих пунктов — канарейка чихнула: ни тепла, ни электричества, ни...горилки.","  Reasonable Ukrainians ridicule the so-called Neglectable Points widely advertised by Zelensky in the network. Which is really who they are. . . . Well, they don't represent anything.

The Ukrainians themselves say that the sense of these points - the canary sneezed: no heat, no electricity, no ... burners.",,
815.0,"В Урюпинске автомобиль насмерть снёс пенсионерку, которая спокойно стояла около магазина строительных материалов","In Uryupinsk, the car to death demolished a pensioner who calmly stood near the store of building materials",,
816.0,"Во Львове, ночью, пока не было света, на кладбище ВСУшников с некоторых могил посрывали украинские флаги.","In Lviv, at night, while there was no light, Ukrainian flags were torn from some graves at the VSushnikov cemetery.",,
817.0,🇺🇦❌Коротко об украинской логике и способах/невозможности ее лечения,Briefly about Ukrainian logic and methods / inability to treat it,,
818.0,"🇺🇦🗣Неужели они начали догадываться

Девушка из Харькова разоблачает укроложь о России","Did they start to guess?

The girl from Kharkiv exposes the tamer about Russia",,
819.0,Стадия принятия?,Stadium?,,
820.0,"Хорватская болельщица показала грудь на ЧМ в Катаре, и теперь ее призывают арестовать.

Причиной возмущения катарцев стало то, что модель пришла поддержать команду своей страны в весьма откровенном наряде. Мисс Хорватия-2016 надела облегающее платье с глубочайшим вырезом. Девушку моментально стали осуждать в соцсетях за неуважение к мусульманам.

Сама хорватка раскритиковала организаторов ЧМ в Катаре.

__«Это катастрофа. Мне жаль всех людей, которые не могут попасть на чемпионат мира из-за худшей организации турнира в истории. Мне повезло, и я могу поддержать сборную Хорватии. Теперь понятно, почему многие не хотели ехать в Катар. Это цирк»__.

Многие жители Катара вообще призвали запретить мадам посещать матчи и арестовать ее за «вызывающий внешний вид»","A Croatian fan showed her breasts at the World Cup in Qatar and is now being called on to be arrested.

The reason for the indignation of the Qataris was that the model came to support the team of his country in a very frank outfit. Miss Croatia 2016 wore a tight-fitting dress with a deep neckline. The girl was immediately condemned in social networks for disrespect for Muslims.

The Croatian herself criticized the organizers of the World Cup in Qatar.

""This is a disaster."" I feel sorry for all the people who cannot make it to the World Cup because of the worst tournament organisation in history. I am lucky and I can support the Croatian national team. Now I understand why many people didn’t want to go to Qatar. It's a circus.

Many Qataris have called for the madam to be banned from attending matches and arrested for her “defiant appearance”",,
821.0,"🇷🇺🇺🇦 Центр Донецка подвергся обстрелу со стороны ВСУ. Под огнем оказались Кировский и Петровский районы. В некоторых домах пропало электричество. Украинцы выпустили по Донецку 9 снарядов калибром 155 мм, сообщил мэр города.","The center of Donetsk was shelled by the AFU. Under fire were the Kirov and Petrovsky districts. Some homes lost electricity. Ukrainians fired 9 shells with a caliber of 155 mm at Donetsk, the mayor said.",,
822.0,"__— Привет, красавчик. Камень, ножницы, бумага. Если победишь, ты целуешь меня.

— Нет

__Наш герой 💪🏻","___- Hey, handsome. Stone, scissors, paper. If you win, you kiss me.

- No.

__ Our hero  ️",,
823.0,"Не стоило бить машину

Нахала отправили спать после удара по машине.","You shouldn't have hit the car.

Nachal was sent to bed after hitting the car.",,
824.0,❗️Украинка про Зеленского🤡,Ukrainian woman about Zelensky,,
825.0,"**Россия начала бить по транспортной инфраструктуре. **Со вчерашнего дня фиксируются прилеты в разных областях Украины.
[
](https://t.me/joinchat/S4sxJSIf8aYwNjQy)Сегодня был нанесён ракетный удар по Кривому Рогу. Это уже подтверждают местные власти.

""Серьезные разрушения объекта транспортной инфраструктуры двумя ракетами""","** Russia has begun to attack the transport infrastructure. ** Since yesterday, arrivals have been recorded in various regions of Ukraine.
...
] (https://t.me/joinchat/S4sxJSIf8aYwNjQy) A missile attack on Krivoy Horn was carried out today. This is already confirmed by local authorities.

Severe destruction of transport infrastructure by two missiles",,
826.0,"**В Долгопрудном мужчина вытащил провалившуюся под лёд собаку

**Заметив, что сам пёс выбраться не может, наш герой полез в ледяную воду.","**In Dolgoprudny, a man pulled a dog that fell under the ice

Noticing that the dog himself can not get out, our hero climbed into the icy water.",,
827.0,"Под Алматы пять школьников попали под автомобиль, когда пытались перейти дорогу в неположенном месте.

Все были госпитализированы. У большинства из них черепно-мозговые травмы, ушибы головного мозга, многочисленные переломы, а также врачи диагностируют закрытые травмы грудной клетки, живота и травматический шок","Near Almaty, five schoolchildren were hit by a car when they tried to cross the road in the wrong place.

Everyone was hospitalized. Most of them have traumatic brain injuries, bruises of the brain, numerous fractures, and doctors diagnose closed injuries to the chest, abdomen and traumatic shock",,
828.0,Китайцам принудительно делают анальный тест на ковид 🤨,The Chinese are forced to do anal covid test,,
829.0,🇰🇵 Ким Чен Ын снова сфотографировался с дочерью и пусковой командой МБР Hwasong-17.,Kim Jong-un was photographed again with his daughter and the launch team of the Hwasong-17 ICBM.,,
830.0,"**Знаменитый «Херсонский Енот» стал оператором БПЛА

**Сейчас он активно обучается управлять квадрокоптером и уже приступил к несению службы.","**The famous ""Kherson Raccoon"" became the operator of the UAV

**Now he is actively learning to operate a quadcopter and has already begun to perform the service.",,
831.0,"🇷🇺❤️ Бойцы с фронта для всех мамочек России: дорогие наши, с Днём Матери ❤️

Парни красавцы присоединяемся к вам ❤️❤️❤️🌹🌹🌹"," ️ Fighters from the front for all mothers of Russia: dear ones, happy Mother's Day

The beautiful guys join you ни️ни️ни️ни",,
832.0,"Советник главы Офиса президента Украины Михаил Подоляк:

**__«Украинцы будут жить в условиях каменного века, но не простят Россию»
__**
90% населения Украины готовы жить в условиях каменного века, но не примириться с Россией.","Advisor to the head of the Office of the President of Ukraine Mikhail Podolyak:

Ukrainians will live in the conditions of the Stone Age, but will not forgive Russia
___**
90% of the population of Ukraine are ready to live in the conditions of the Stone Age, but not to reconcile with Russia.",,
833.0,"🤦Автоледи из Омска повредила несколько автомобилей, пока пыталась... припарковаться.",The car from Omsk damaged several cars while trying to... park.,,
834.0,"**Украина теперь выглядит так.

**Магазин на генераторе.
Уличный фастфуд на генераторе.
Авто с генератором на крыше.","** Ukraine looks like this now.

The store's on the generator.
Street fast food on the generator.
A car with a generator on the roof.",,
835.0,Ситуация на выезде из Херсона — люди пытаются покинуть город как можно скорее,The situation on the way out of Kherson - people are trying to leave the city as soon as possible,,
836.0,"Позиции ВСУ.

Предположительно район Бахмута (Артемовска).","APU positions.

Presumably the district of Bakhmut (Artemovsk).",,
837.0,🔥🇨🇳 Митингующие в Китае устраивают погромы в ковидных лагерях. Недовольные ограничениями граждане вышли на улицы в городе Ланьчжоу. Они выкрикивают протестные лозунги и переворачивают пункты тестирования на ковид.,"  Protesters in China stage pogroms in covid camps. Dissatisfied with the restrictions, citizens took to the streets in Lanzhou. They shout protest slogans and turn over covid testing points.",,
838.0,😳 В Казахстане начались массовые протесты из-за инаугурации президента Токаева. Люди вышли не смотря на 30 градусный мороз в столице.,¶ Mass protests have started in Kazakhstan over the inauguration of President Tokayev. People came out despite the 30-degree frost in the capital.,,
839.0,"🤕🇺🇦**Карма — штука беспощадная

**ВСУшник разорвал и поджёг портрет Владимира Путина, а вскоре Микола остался без ноги","Karma is a merciless thing.

VSushnik tore and set fire to a portrait of Vladimir Putin, and soon Mikola was left without a leg",,
840.0,Гвардейцы 1-й танковой армии устроили засаду танку 14 бригады ВСУ на Купянском направлении. Выстрелом в упор украинский танк был уничтожен.,Guardsmen of the 1st Tank Army ambushed the tank of the 14th AFU brigade in the Kupyansk direction. The Ukrainian tank was shot at point-blank range.,,
841.0,**«Забанить дуру Елену 33!»**,"(Sighs) ""Fun the duet of Elena 33!"" *",,
842.0,"ФБР объявило в розыск **Евгения Пригожина** и назначило за информацию, которая поможет его арестовать, награду в $250 тысяч","The FBI has declared wanted **Evgeny Prigozhin ** and appointed for information that will help arrest him, a reward of $ 250,000",,
843.0,Подъехала сборка лайфхаков для украинцев,Arrived assembly of life hacks for Ukrainians,,
844.0,"**""Это чё у нас тут происходит, ребята?""

**По улицам Твери разъезжает БТР с украинскими флагами в сопровождении машин ДПС. Оказалось, что в городе проходят съёмки фильма ""Музыкант"" — и без такого реквизита не обойтись.

А чтобы не было вопросов, как в прошлый раз в столице, правоохранители дежурят прямо рядом с колонной военной техники.","""What's going on here, guys?""

** On the streets of Tver, an APC drives with Ukrainian flags accompanied by DPS cars. It turned out that in the city are shooting the film “Musician” – and without such props can not do.

And so that there were no questions, like last time in the capital, law enforcement officers are on duty right next to the column of military equipment.",,
845.0,"**__«Ты что улыбаешься, животное? Я тебя сейчас в окно выкину».

__**В Красноярске парень избил, побрил и облил зелёнкой свою девушку за попытку измены. Последствия наказания он снял на камеру.

Парень решил проверить свою девушку Леру и начал переписываться с ней от лица другого. Проверку, по его словам, она не прошла — согласилась на встречу с другим парнем. Хотя девушка утверждала, что сразу поняла, с кем ведёт переписку.

Рассерженный мужчина избил Леру, выстриг ей волосы и облил зелёнкой, после чего начал записывать плачущую девушку на камеру. Во время разговора он угрожал выкинуть её из окна.","Are you smiling, an animal? I'll throw you out the window.

In Krasnoyarsk, a guy beat, shaved and doused his girlfriend with green for attempting treason. He filmed the consequences of the punishment on camera.

The guy decided to check on his girlfriend Lera and began to correspond with her on behalf of another. According to him, she did not pass the test – she agreed to meet with another guy. Although the girl claimed that she immediately understood with whom she was correspondence.

An angry man beat Lera, cut her hair and doused her with green, and then began to record a crying girl on camera. He threatened to throw her out the window.",,
846.0,"**Военный объект попал под удар в Днепропетровске

**Местные власти сообщают об атаке крылатыми ракетами.

При этом воздушная тревога в регионе не объявлялась.","**Military facility hit in Dnipropetrovsk

** Local authorities report cruise missile attack.

There was no air alert in the region.",,
847.0,"⚡️**Сильный пожар произошел в Катаре недалеко от фан-зоны ЧМ-2022

**По сообщениям очевидцев, горит строящееся здание рядом с фанатской деревней в городе Лусаил.","A strong fire occurred in Qatar near the fan zone of the world Cup 2022

**According to eyewitnesses, a building under construction near a fan village in the city of Lusail is on fire.",,
848.0,Не самая удачная презентация,Not the best presentation,,
849.0,Пёсика то за что суки?,Пёсика то за что суки?,,
850.0,"⚡️** ФИФА: Откуда у сборной Сербии появилось еще 147 миллионов болельщиков, выясняет специальная комиссия.**"," ️** FIFA: Where did the Serbian national team have another 147 million fans, a special commission finds out",,
851.0,"Мудрая девушка обращается к жителям Киева.

__И в чем она не права?__🤔","A wise girl addresses the residents of Kiev.

What is she wrong about",,
852.0,"Сербские болельщики скандируют на стадионе в Катаре: “Русские и Сербы - братья навек!""","Serbian fans chanting at Qatar stadium: ""Russians and Serbs are brothers forever!""",,
853.0,"🤭 В США мужик решил разнести магазин GameStop, просто потому что ему отказали вернуть деньги за игру","  In the United States, a man decided to destroy the GameStop store, just because he was refused refund for the game",,
854.0,"**Вчера во время матча Англия-США американский футболист вытер руки об жилет фотографа перед тем, как вбросить аут!**","**Yesterday during the England-US match, an American football player wiped his hands on the photographer's vest before throwing out!**",,
855.0,🪖  **Подстанции Украины после «калибровки»**,"ки **Substations of Ukraine after ""calibration""**",,
856.0,Одесситы после отключения электротранспорта на этих выходных:,After the shutdown of electric vehicles this weekend:,,
857.0,"❗️ОФИЦИАЛЬНО: **Президент Казахстана Токаев вступил в должность президента Казахстана,** приняв присягу на церемонии инаугурации

Он будет главой на протяжении следующих семи лет","И️Official: **Kazakh President Tokayev takes office as President of Kazakhstan,** taking oath at inauguration ceremony

He will be the leader for the next seven years",,
858.0,Кадыров селфится. 😀,Kadyrov selfies. 😀,,
859.0,"🚀🇷🇺**Доброе утро, мы из России

«**Грады» отправляют огненные подарки на позиции хохлов","Good morning, we are from Russia.

“Grads” send fiery gifts at the position of Khokhlov",,
860.0,"Пока хлопчики погибают на фронте, Оксанка приехала в Германию и ищет ~~приключений на свою Ж~~ себе нового мужичка…","While the clappers are dying at the front, Oksanka came to Germany and is looking for a new man..",,
861.0,"⚡️ Мощные штормовые ветра и сильные дожди вызвали крупнейшее наводнение в Саудовской Аравии

Сотрудники экстренных служб ликвидируют последствия"," ️ Powerful storm winds and heavy rains caused the largest flooding in Saudi Arabia

Emergency services personnel deal with the consequences",,
862.0,Английских болельщиков не пустили на стадион в Катаре **в полном облачении крестоносцев**. но попытка была хорошая,"English fans were not allowed to enter the stadium in Qatar in full crusader clothes, but the attempt was a good one",,
863.0,Экстрасенсы из телевизора хуйни не скажут,Psychics on TV won't say shit,,
864.0,"[📺](https://youtu.be/sB0aoHwTx68)**Создатель «**[**Рыбаря**](https://t.me/rybar/41480)**» — новый герой видеоподкаста «Хроники нового мира» на RTVI

**О том, кто ведет телеграм-канала «Рыбарь», ходило множество слухов и догадок. Сегодня он решил раскрыть свою личность, а заодно рассказал о своей работе в Минобороны, заработке, численности редакции, взаимодействии с ЧВК «Вагнер», украинских информаторах, проблемах мобилизации и разочарованных в военной операции.

Полное интервью автора канала — смотрите по [ссылке

](https://youtu.be/sB0aoHwTx68)[Подпишись на RTVI](https://t.me/+sqPhdVU5M8FkMDYy)","[атель](https://youtu.be/sB0aoHwTx68)**Creator of **[**Fisherman**](https:///t.me/rybar/41480)** is the new hero of the New World Chronicles video podcast on RTVI

** About who leads the telegram channel ""Rybar"", there were many rumors and conjectures. Today, he decided to reveal his identity, and at the same time told about his work in the Ministry of Defense, earnings, number of editors, interaction with PMC Wagner, Ukrainian informants, problems of mobilization and disappointed in the military operation.

Full interview of the author of the channel - see [link]

](https://youtu.be/sB0aoHwTx68)[Subscribe to RTVI](https://t.me/+sqPhdVU5M8FkMDYy)",,
865.0,"Когда можно говорить с президентом суверенной страны, не вынимая рук из карманов: Глава МИД Великобритании Джеймс Клеверли приехал в Киев",When you can talk to the president of a sovereign country without taking your hands out of your pockets: British Foreign Minister James Cleverly came to Kiev,,
866.0,"В Тамбове два самца  устроили дуэль на пистолетах из-за того, что не смогли поделить женщину.
Один применил аэрозольное устройство «Пионер», стреляющее перцовым газом.  У второго  оказался пневмат ПМ-16.

Брачный сезон закончила полиция, задержав всех участников перестрелки.","In Tambov, two males staged a duel on pistols because they could not share a woman.
One used a Pioneer aerosol device shooting pepper gas. The second was a pneumatic PM-16.

The marriage season ended with the police detaining all participants in the shootout.",,
867.0,"Тот момент, когда Русский военный корабль пришел в гости",The moment a Russian warship came to visit,,
868.0,"В Оренбурге школьница избила ногами сверстницу за троллинг и оскорбления родителей в соцсетях.

Девушка получила серьезные травмы.","In Orenburg, a schoolgirl kicked a peer for trolling and insulting parents in social networks.

The girl suffered serious injuries.",,
869.0,🇷🇺🇺🇸 **Сравнение новейшей российской ракеты «Сармат» и американского аналога**,а **Comparison of the latest Russian Sarmat missile and the American equivalent**,,
870.0,Очередная группа ВСУшников отправилась к Бандере,Another group of VSushnikov went to Bandera,,
871.0,"В ХМАО полицейские набили друг другу морды.

Во время празднования Дня полиции у мужчин возник спор, который перерос в драку.

Высокопоставленные полицейские решили выяснить отношения на улице и набросились друг на друга с кулаками.","In KhMAO, the police beat each other up.

During the celebration of Police Day, the men had an argument that turned into a fight.

High-ranking police officers decided to find out the relationship on the street and attacked each other with their fists.",,
872.0,"🇺🇦🤡**Не довезли хлопчики технику

**Уничтоженный ударом Армии РФ Ж/Д состав с танками ВСУ"," ** We didn't bring the clappers.

** Destroyed by the blow of the Russian Army Railways and tanks APU",,
873.0,"Камерунский футболист Гаэль Ондуа сыграл на ЧМ в бутсах с флагом РФ. Гаэль заявил, что не боится играть с нашим триколором, ибо Россия его дом — он «здесь вырос, здесь жил и будет здесь жить».","Cameroonian footballer Gael Ondua played at the World Cup in boots with the flag of the Russian Federation. Gael said that he is not afraid to play with our tricolor, because Russia is his home - he grew up here, lived here and will live here.",,
874.0,Жесткая высадка из общественного транспорта,Hard disembarkation from public transport,,
875.0,🇺🇸🇺🇦🇷🇺 Донбасс. Пострадавший Хамви ВСУ.,Donbass. Victim Hamvey AFU.,,
