Index,Post,Trans,Label,Type
50515,"**🇺🇦🇦🇿 Азербайджан, находясь в нейтральном статусе, поставлял авиабомбы на Украину

**Иракский ТГ-канал **Sabereen News** распространил документы о том, что Азербайджан, в апреле 2022 года, тайно поставлял боеприпасы украинским военным. 

Согласно этим бумагам, компания [CIHAZ Industrial Association](https://www.kuwaitembassy.az/index.php/news2016/78-29-02-2016) (__организация при Министерстве оборонной промышленности Азербайджанской Республики__) отправили авиабомбы для украинской [ГК «Укрспецэкспорт»](https://en.wikipedia.org/wiki/Ukrspecexport).

Поставки осуществлялись украинской авиакомпанией [«Меридиан»](http://mem.aero/pages/fleet.html) из аэропорта **Хартум (Судан)** в ""знаменитый"" аэропорт **Жешув (Польша)**, для дальнейшей транспортировки груза на Украину. Рейс **MEM5002** совершался 16, 18, 20, 22, 24, 26, 28 и 30 апреля.

В спецификации груз обозначен как **Precision Guided Air Bomb **и **Precision Guided Air Bomb INERT**, одна такая бомба весит 270 кг. Под эти параметры подходит высокоточная управляемая авиабомба [QFAB-250 LG](https://mdi.gov.az/en/news-30/the-ministry-of-defence-industry-demonstrates-the-qfab-250-lg-aircraft-bomb-at-the-idef-2019-for-the-first-time-843). Этот фугасный боеприпас с лазерным наведением, общим весом в 270 кг (250 из них б/ч) — достаточно новая совместная разработка **Азербайджана** и **Турции**. По-умолчанию он [используется ](https://www.turkishdefencenews.com/bayraktar-tb2-marked-it-and-azerbaijan-shot-su-25-with-lgk/)штурмовиками **Су-25**, но конечно же может быть применен и другими самолетами из советского задела. Наведение и целеуказание [возможно](https://www.turkishdefencenews.com/bayraktar-tb2-marked-it-and-azerbaijan-shot-su-25-with-lgk/) с помощью БПЛА **Bayraktar TB2**.

В спецификации от 04.04.22 г. и в ""путевках"" от 06.04.22 г. есть некоторое расхождение по общему количеству ящиков с боеприпасами и общим весом груза, однако размеры ящиков с авиабомбами сходятся в обоих документах, а код [UN0033](https://adrdangerousgoods.com/eng/substances/0000023/un0033-bombs-with-bursting-charge/) ставит точку в каких-либо сомнениях относительно содержания этого груза.

Таким образом, Азербайджан (и в некоторой степени Турция) прямо участвовал в снабжении ВСУ высокоточными авиационными боеприпасами, несмотря на официальный нейтралитет по отношению к сторонам вооруженного конфликта на Украине.

__Остается два главных вопроса — сколько таких бомб было использовано против союзных сил РФ и ЛДНР, и зачем такая грязная история Азербайджану? Ради сомнительной выгоды?

__@wingsofwar",,,
50516,Автомобили сгоревшие в результате ночного удара по Энергодару.,,,
50517,"Вполне согласен с мнением о том, что внезапное оживление интереса администрации Байдена к обмену Бута на Уилана и Грайнер связано прежде всего с приближающимися промежуточными выборами, где демократы рискуют утратить контроль над обеими палатами Конгресса, что превратит Байдена в хромую утку в состоянии деменции до конца срока.
После проваленной поездки на Ближний Восток и неспособности организовать вменяемый Саммит Америк, Байдену срочно нужны внешнеполитические перемоги. Поэтому и предложение поменять Бута. Впрочем, есть еще вариант провоцирования войны за Тайвань, чем администрация Байдена сейчас активно занимается. АУГ во главе с авианосцем ""Рональд Рейган"" уже выдвинулась к Тайваню под предстоящий визит Пелоси. В Китае продолжают заявлять, что это США играют с огнем.

https://t.me/svarschiki/6650",,,
50518,"#эксклюзив
Работа миномётов 100-ой бригады армии ДНР по позициям ВСУ на Лисичанском направлении. Корректировка и наблюдение ведётся при помощи квадрокоптеров «Mavic-3» поставляемых нашим подразделениям гуманитарной организацией [«ВЕЧЕ»](http://t.me/MOOVeche).

@NeoficialniyBeZsonoV",,,
50519,"МО РФ сообщило, что в ходе ударов 29.11 поражены все намеченные цели. Вследствие ударов начались проблемы с железнодорожным сообщением, нарушился процесс переброски резервов противника, остановлены процессы производства на военных и ремонтных предприятиях. 

На Украине после вчерашних ударов снова пошли заявления о неопределенных сроках возвращения к отключениям света по графику - как и ранее большая часть Украины остается в режиме аварийных отключений, при этом ни шайка Зеленского, ни ДТЭК пока не могут определиться со сроками преодоления этой проблемы - называются сроки от марта до июня, в случае отсутствия новых ракетных ударов по инфраструктуре (а они, как все понимают, будут).

✅[Спецоперация на Украине](https://t.me/specops2022). ✅[Подписаться](https://t.me/specops2022)✅",,,
50520,"Ракетный прилет 29 декабря в Константиновке.

✅[Спецоперация на Украине](https://t.me/specops2022). ✅[Подписаться](https://t.me/specops2022)✅",,,
50521,"29 декабря, Военная хроника. Главные события этого дня. 


✅[Спецоперация на Украине](https://t.me/specops2022). ✅[Подписаться](https://t.me/specops2022)✅",,,
50522,"Вышел указ Путина, который предусматривает выплаты гражданским специалистам работающим на новых территориях России. При ранении государство выплатит 3 000 000 рублей. В случае гибели (войну никто не отменял), семья получит 5 000 000 рублей.

✅[Спецоперация на Украине](https://t.me/specops2022). ✅[Подписаться](https://t.me/specops2022)✅",,,
50523,"Краткое содержание утренних событий.

✅[Спецоперация на Украине](https://t.me/specops2022). ✅[Подписаться](https://t.me/specops2022)✅",,,
50524,"📌**Фронтовая поэзия от ЧВК «Вагнер»

**Это снято на позициях в Опытном - на самом горячем участке Бахмутского фронта.

За десять минут до штурма разведчик седьмого отряда согласился прочитать мне свое стихотворение.

Да, музыканты - еще и поэты.

✅[Спецоперация на Украине](https://t.me/specops2022). ✅[Подписаться](https://t.me/specops2022)✅",,,
50525,"Обломки украинской ракеты ЗРК С-300 упавшие на территории Ивановского района Белоруссии. Лукашенко уже доложили о падении украинской ракеты.

✅[Спецоперация на Украине](https://t.me/specops2022). ✅[Подписаться](https://t.me/specops2022)✅",,,
50526,"МО РФ сообщило, что в ходе боевых действий за прошедшие сутки на Донбассе сбиты 1 Су-24, 1 Су-25 и 2 военно-транспортных вертолета Ми-8. 
Самолеты поражены патрульными истребителями ВКС РФ в районе Краматорска и Красного Лимана. Вертолеты сбиты в районе Суворово и Орловки.

✅[Спецоперация на Украине](https://t.me/specops2022). ✅[Подписаться](https://t.me/specops2022)✅",,,
50527,"⚡️Киев, обломки зенитной ракеты украинской ПВО снова рухнули в жилом секторе

✅[Спецоперация на Украине](https://t.me/specops2022). ✅[Подписаться](https://t.me/specops2022)✅",,,
50528,"**Жёны пропавших без вести солдат ВСУ выходят на митинги, на которых просят вернуть им их мужей. 

**Несчастные обманутые люди не хотят верить в то, что их родные 🪖 просто ☠️ убиты. А в пропавшие без вести их записали просто чтобы им не платить 💴 компенсацию. Такой вот бизнес организовал кровавый клоун 🤡 Зеленский, избранный 73% украинцев за обещание остановить войну. 

А там белые господа уже и вторую волну заблаговременно готовят: когда украинцы закончатся поляки пойдут. 

Но украинцы пока ещё есть и даже верят в свою 💪перемогу. Таких идиотов больше нигде в мире не сыскать.

https://ukraine2day.com/664-bez-vesti-propavshie-ukraincy-kak-skryvajut-poteri-v-vsu.html",,,
50529,"На фото ПВО Украины ждёт нашествие Гераней

Сообщается что гераней летит много.

✅[Спецоперация на Украине](https://t.me/specops2022). ✅[Подписаться](https://t.me/specops2022)✅",,,
50530,"Министерство Обороны России на своем официальном канале информирует читателей с Украины😁👍

✅[Спецоперация на Украине](https://t.me/specops2022). ✅[Подписаться](https://t.me/specops2022)✅",,,
50531,"💥**В Харькове ракетным ударом поражено место дислокации украинских боевиков на заводе ""Турбоатом""

**✅[Спецоперация на Украине](https://t.me/specops2022). ✅[Подписаться](https://t.me/specops2022)✅",,,
50532,"**__❗️""Володенька, тилькы шо позвзрывалы наше ПВО, воно дымыть довзрывуеться, пиздець...""

__**Бесценный комментарий украинки о поражении укаинской ПВО.

✅[Спецоперация на Украине](https://t.me/specops2022). ✅[Подписаться](https://t.me/specops2022)✅",,,
50533,"❗️**Взрывы в Виннице и Хмельницке

**✅[Спецоперация на Украине](https://t.me/specops2022). ✅[Подписаться](https://t.me/specops2022)✅",,,
50534,"Горит подстанция в Усатово. После поражения этой подстанции в городе прекратилось энергоснабжение и подача воды.

✅[Спецоперация на Украине](https://t.me/specops2022). ✅[Подписаться](https://t.me/specops2022)✅",,,
50535,"Киевские нацисты заявляют, что по Украине было запущено 120 ракет (видимо считают скопом с имитационными целями). 
Сейчас в Киеве лихорадочно подсчитывают ущерб и придумывают цифру ""сбитых ракет"" (ставлю на 70-80 из 120). Население Украины как обычно запугивают угрозами посадок за публикацию последствий прилетов, которые мешают сочинять байки про успехи ПВО.

Если по существу ударов, то на 10-30:

1. Поражены объекты как минимум в 9 областях Украины.
2. В 7 областях Украины отмечаются дополнительные проблемы со светом, водой, сотовой связью, интернетом.
3. В 5 областях Украины сообщается о проблемах с железнодорожным сообщением.
4. В Киеве и Харькове остановлено метро.
5. Сообщается о как минимум двух ударах по вскрытым позициям ПВО Украины.

✅[Спецоперация на Украине](https://t.me/specops2022). ✅[Подписаться](https://t.me/specops2022)✅",,,
50536,"Военнослужащие отряда специального назначения «Вепрь» @vepr_spec одного из силовых ведомств России в Попасной

✅[Спецоперация на Украине](https://t.me/specops2022). ✅[Подписаться](https://t.me/specops2022)✅",,,
50537,"Наши парни с юмором😅👍

✅[Спецоперация на Украине](https://t.me/specops2022). ✅[Подписаться](https://t.me/specops2022)✅",,,
50538,"Фото на память на фоне подбитого украинского танка Т-64БВ, октябрь 2022.

✅[Спецоперация на Украине](https://t.me/specops2022). ✅[Подписаться](https://t.me/specops2022)✅",,,
50539,"В эти минуты в Одессе массово сносят памятники Суворову, Потемкину и основательнице города Екатерине 2. 

Так на наших глазах белые негры уничтожают историю и культуру.

✅[Спецоперация на Украине](https://t.me/specops2022). ✅[Подписаться](https://t.me/specops2022)✅",,,
50540,"ВСУ снова обстреляли Донецк, выпустив по городу 16 ракет РСЗО. Прилеты снова в жилых кварталах.

✅[Спецоперация на Украине](https://t.me/specops2022). ✅[Подписаться](https://t.me/specops2022)✅",,,
50541,"**Глава МИД России Сергей Лавров сделал ряд заявлений: 

**▫️США в контактах с Россией заявили, что не хотят и не будут напрямую воевать с РФ;
▫️США заявили представителям России, что не планируют присутствие своих специалистов на Украине в связи с передачей Patriot;
▫️Россия хотела бы разрешить ситуацию вокруг Украины как можно раньше, защита мирных граждан и сохранение жизней солдат в приоритете;
▫️сотни американских военнослужащих находятся на Украине.

✅[Спецоперация на Украине](https://t.me/specops2022). ✅[Подписаться](https://t.me/specops2022)✅",,,
50542,"**Российская артиллерия поражает опорный пункт ВСУ в окрестностях Бахмута 

**Бросаются в глаза остатки от зданий и воронки от снарядов. Там реальная мясорубка

✅[Спецоперация на Украине](https://t.me/specops2022). ✅[Подписаться](https://t.me/specops2022)✅",,,
50543,"В Киеве ожидают удар по мостам

Как сообщают СМИ, как только в Киеве звучит сигнал тревоги, власти закрывают Ж/Д мост через Днепр, он также является и автомобильным. 

Связано это с тем, что мост - самая потенциальная цель для ракетной атаки ВКС РФ.

✅[Спецоперация на Украине](https://t.me/specops2022). ✅[Подписаться](https://t.me/specops2022)✅",,,
50544,"**Никакой «мирный план по Украине» не может существовать, если он не учитывает вхождение в состав России четырёх новых регионов. (с) Песков

**✅[Спецоперация на Украине](https://t.me/specops2022). ✅[Подписаться](https://t.me/specops2022)✅",,,
50545,"🎖Кириенко и Турчак наградили десантников на фронте

Первый заместитель руководителя АП Сергей Кириенко и первый зампред Совфеда Андрей Турчак во время очередной рабочей поездки в зону СВО вместе с командующим ВДВ генерал-полковником Михаилом Теплинским наградили бойцов 98-ой воздушно-десантной дивизии, которые отличились во время боёв на правом берегу Днепра, а также в операциях на других направлениях. 

✅[Спецоперация на Украине](https://t.me/specops2022). ✅[Подписаться](https://t.me/specops2022)✅",,,
50546,"Офицер из Тамбовской области награждён двумя орденами Мужества

Старший лейтенант Александр Летягин из Гавриловского района участвовал в СВО с первого дня. 24 февраля вместе с другими бойцами Александр удерживал аэродром на территории Украины.

Бойцам пришлось действовать под шквальным огнём. Наши экипажи применили тактику, отработанную ещё в Афганистане — «Огневая колесница». За 7 минут полностью подавили огневые позиции врага. Двое суток в ожидании подкрепления ребята удерживали плацдарм. Под непрерывными обстрелами военные не отошли назад. Орден Мужества Александру вручили прямо на передовой. 

Вторую награду указом от 11 октября 2022 года за проявленное мужество и героизм боец получил уже в одной из воинских частей Подмосковья, где служит с 2019 года.

✅[Спецоперация на Украине](https://t.me/specops2022). ✅[Подписаться](https://t.me/specops2022)✅",,,
50547,"Оперативное видео ФСБ из КБР, где были ликвидированы 2 боевика, планировавших теракт и поездку на Украину.

✅[Спецоперация на Украине](https://t.me/specops2022). ✅[Подписаться](https://t.me/specops2022)✅",,,
50548,"Авиационный завод в Комсомольске-на-Амуре изготовил и передал Минобороны РФ партию серийных истребителей 5-го поколения Су-57 в рамках программы поставок текущего года, сообщили в Объединённой авиастроительной корпорации. 

__«Мы продолжим выполнять наши обязательства. Самолёты, запланированные к поставкам в следующем году уже находятся в производстве»__, — заявил генеральный директор ОАК Юрий Слюсарь.

✅[Спецоперация на Украине](https://t.me/specops2022). ✅[Подписаться](https://t.me/specops2022)✅",,,
50549,"⚡️В Харькове поражен объект инфраструктуры, пока не сообщается какой именно. В городе остановилось метро
 
Также сообщают о взрывах в Краматорске

✅[Спецоперация на Украине](https://t.me/specops2022). ✅[Подписаться](https://t.me/specops2022)✅",,,
50550,"Видео МВД ДНР об обстоятельствах массового убийства семьи цыган (включая детей) в Макеевке.

✅[Спецоперация на Украине](https://t.me/specops2022). ✅[Подписаться](https://t.me/specops2022)✅",,,
50551,"**Герои нашего времени: военнослужащий Северного флота рассказал о мужестве и самоотверженности своих боевых товарищей

**__Расчеты 152-мм самоходных гаубиц 2С3 «Акация» арктического соединения Северного флота продолжают успешное выполнение боевых задач на южном участке зоны проведения специальной военной операции.

__**💥**** Расчеты «Акаций» стали страшным сном для солдат ВСУ. Все попытки прорывов для украинцев оборачиваются неудачей. **«99 процентов сил противника, которые пытались на нас наступать – были уничтожены», - рассказал военнослужащий с позывным «Колдун».

🎖 Свою работу эти ребята знают и выполняют ее на совесть. **Своё подразделение «Колдун» без преувеличения называет героическим.** Он рассказал, что награждены все без исключения бойцы: «У многих солдат и офицеров по две, три боевые награды. Герои России, Ордена Мужества, медали Ордена «За заслуги перед Отечеством» с мечами, медали «За отвагу».

Все награды получены за мужественные и самоотверженные действия на поле боя.

✅[Спецоперация на Украине](https://t.me/specops2022). ✅[Подписаться](https://t.me/specops2022)✅",,,
50552,"Мы поняли, что вы ничего не поняли. Поэтому решили исправится😉

""Командование поставило задачу, найти кочующий миномёт, который кошмарили наших. Мы пошли на поиск и нашли опорник) Кумекали у него около часа, вскрыли 6 целей. Рэб, КШМку и точки огневые, одну броню какую-то. Посчитали, прикинул людей, у них. Оттянулись на базу.
Глобалили часа 3, кто что делает, кто куда идёт и что несёт. В**бать было однозначным решением.Пошли следующим ранним утром, ночью даже, в 3 ночи встали. Доехали до точки высадки и стартовали дальше пешком. Техника осталась на подхвате. Было нас человек около 20. Разбили на подгруппы, работать пошла наша 10ка. Моя 5ка, что на видео и первая 5ка, в видео не попала, кошмарили Рэб, броню и точку огневую. Отработали минуты 3 наверно, быстро все сделали. Я навёл я на нп, типу в лицо, и после моего выстрела начался залп со шмелей, мро и рпг7д. Ну и на отходе попали под вражескую собаку (агс-17). Первый или второй вог была мой и пулеметчика. Ему повезло по более моего) зацепило весок правый, видно, что он потерялся, вставая. Ко мне подбежали, оказали пмп и на выход. Увезли. Комбат позже сказал, у них до 12 человек 200. Раненые только у нас. Птичку поднимали на время налёта, посчитали. Оператор видео тоже 300 . У него нога вся.""",,,
50553,"Ночной Челябинск. 
Очень круто смотрится 👍

✅[Спецоперация на Украине](https://t.me/specops2022). ✅[Подписаться](https://t.me/specops2022)✅",,,
50554,"Еще одна выведенная из строя в результате подрыва на мине  американская машина M1224 MaxxPro MRAP ВСУ, переданная американцами Украине в качестве военной помощи где-то в зоне проведения СВО.

✅[Спецоперация на Украине](https://t.me/specops2022). ✅[Подписаться](https://t.me/specops2022)✅",,,
50555,"**__«Доводилось один сухарь делить на двоих»

__**Пленный ВСУшник рассказал, как командование бросило его с сослуживцами на позициях на неопределенный срок без еды и воды.

__«Мы просто сидели в холоде, в голоде. Было такое, что в два дня по 100 грамм воды у нас на человека было. Дойти туда было тяжело, потому что работал пулеметчик. Если дойти удавалось туда на базу, не всегда продукция была. Потому что сразу все растаскивали. 

Нам доводилось один сухарь делить на двоих. Как со скотами относились. Как у нас говорят на Украине, вас на мясо кинули. Именно то и происходило»__, — рассказал военнопленный Евгений Кривливый. 

По его словам, украинское командование ничего им не объясняло, просто приказав «стоять и обороняться». Когда российские военнослужащие пришли, они «просто подняли руки и сдались в плен».

__«Нас ребята привезли, переночевали на камине, дали воды, дали чаю попить горячего, все отлично»__, — добавил он

✅[Спецоперация на Украине](https://t.me/specops2022). ✅[Подписаться](https://t.me/specops2022)✅",,,
50556,"Даже смертью могу побеждать…

Боец, раненый вражеской гранатой, сброшенной с дрона, подорвал себя, чтобы не попасть в плен. Быть воином – жить вечно!
🇷🇺

Да, я знаю, я вам не товарищ,
Я – с окраин рабочих сёл,
Я, как отблеск далёких пожарищ,
Ярко вспыхнул, но быстро ушёл.

Не кутил в дорогих ресторанах,
За границей вина не пил,
Я свой отдых на дне стакана
После смены ночной находил.

Не знаком с интригой придворной,
Не читал либеральных газет,
Получал от хоккейной сборной
Свою порцию славных побед.

Не следил за попсой и модой,
Не крутил барабан в казино,
Я любил шашлыки на природе
Под аккорды «КиШ»а и «Кино».

Не бежал от повестки и службы,
Не стеснялся и первым бил,
И важнее братства и дружбы
Знать не знал, и не находил.

И вопрос между пленом и взрывом
Не стоял, и не мог стоять…
Не был жалким или трусливым,
Даже смертью могу побеждать…

Вениамин Углёв, 2022

@RifmaskVOZpricel",,,
50557,"Вышла вторая часть документального фильма ""Морпехи"" о наших героических морпехах.

**Смотрите второй эпизод нашего фильма «Морпехи. Сильные духом» о Струне, Рокоте и Бойке.

**В нём вы увидите уникальные кадры, как тяжелораненые бойцы возвращаются к обычной жизни: катаются на [картинге](https://t.me/mikskarting), занимаются на тренажёрах.

Бойка начал брать уроки танцев, у одного из его репетиторов тоже протез.

«Вот он говорит всё время про выпускной своей дочери, а это лет через десять, если я не ошибаюсь. Через десять лет он полноценно станцует вальс, вообще без проблем», — уверен техник-протезист Ибрагим @ibra_limbrussia.

По словам Струны, бойцы не чувствуют себя отделёнными от общества: «Люди не стесняются, всё нормально, это обыденной жизнью для них становится».

Подробнее — на видео.

✅[Спецоперация на Украине](https://t.me/specops2022). ✅[Подписаться](https://t.me/specops2022)✅",,,
50558,"**Артиллерия 1 АК громит опорные пункты противника управляемыми снарядами «Краснополь» 

**Артиллерия 1 армейского корпуса наносит удары по опорным пунктам противникам управляемыми снарядами «Краснополь», наведение которых осуществляется с помощью БЛА. Применение высокоточного оружия позволяет наносить тяжёлые потери противнику буквально первым выстрелом.

✅[Спецоперация на Украине](https://t.me/specops2022). ✅[Подписаться](https://t.me/specops2022)✅",,,
50559,"Точное попадание из АГСа по ВСУшнику в ходе боев за Новоселовское (на трассе Сватово-Купянск).

✅[Спецоперация на Украине](https://t.me/specops2022). ✅[Подписаться](https://t.me/specops2022)✅",,,
50560,"**Украинский депутат Леся Василенко поделилась фото «мальчика, пережившего артиллерийскую атаку России»… в 2013 году

**Укробот Василенко не в курсе всех этих ваших цифровых следов и авторских прав, поэтому решила просто скопировать рандомную жалостливую фотку неизвестного испанского мальчика, чтобы Запад дал больше денег и оружия.

Для понимания: фото было сделано в 2013 году (а может и раньше) для обложки испанской книги.

✅[Спецоперация на Украине](https://t.me/specops2022). ✅[Подписаться](https://t.me/specops2022)✅",,,
50561,"Артемовск. Вид с воздуха.
Бои продолжают смещаться в городскую черту - фронт из полей и поселков вползает в город.

✅[Спецоперация на Украине](https://t.me/specops2022). ✅[Подписаться](https://t.me/specops2022)✅",,,
50562,"27 декабря, Военная хроника. Главные события этого дня. 

✅[Спецоперация на Украине](https://t.me/specops2022). ✅[Подписаться](https://t.me/specops2022)✅",,,
50563,"Бои в Опытном.
Штурмовики ЧВК ""Вагнер"" обрабатывают из ПТУРов опорный пункт ВСУ в местной школе искусств, методично выбивая снайперов и ПТРК противника с верхних этажей.

✅[Спецоперация на Украине](https://t.me/specops2022). ✅[Подписаться](https://t.me/specops2022)✅",,,
50564,"Крутой репортаж военкоров ФАН из Опытного - самого горячего участка Артемовского направления. Опытное является ключом к южной части Артемовска и за него уже давно идут ожесточенные бои.
Съемки проходят в том числе на недавно взятых позициях ВСУ, где валяются неубранные трупы ВСУшников.

✅[Спецоперация на Украине](https://t.me/specops2022). ✅[Подписаться](https://t.me/specops2022)✅",,,
50565,"Многим людям не хватает сильных эмоций. Кто-то прыгает с парашютом, кто-то покоряет горные вершины, а кто-то участвует в автогонках. Однако весь этот экстрим меркнет перед украинской рулеткой - это когда простых людей бросают в пекло войны без нужной техники и средств, с минимальным БК и приказывают не оставлять позиции. В этих видео солдат ВСУ говорит, что таким образом можно заработать 100 000, правда не говорит чего - гривен, долларов, евро? Однако как и в любом лохотроне это не важно, потому что в данном случае мертвым деньги не нужны...

📱 [__Кремлевская прачка__](https://t.me/kremlinprachka)",,,
50566,"Приоритетным направлением внешней политики китайцы считают отношения с Россией (58,4%), - свидетельствуют результаты опроса Global Times.

На втором месте (45,9%) - отношения с Европой, на третьем (39,7%) - со странами Юго-Восточной Азии. 

Доля тех, кто назвал самыми важными китайско-американские отношения, снизилась на 5% по сравнению с прошлым годом, и достигла 36,8%.

[👉](https://t.me/+9AmZuMeAT4ozZmJi)[ЗАХОДИ И СМОТРИ](https://t.me/+PHDycD2DaWEyZjkx)",,,
50567,"Видео ликвидированной ДРГ в Брянской области

✅[Спецоперация на Украине](https://t.me/specops2022). ✅[Подписаться](https://t.me/specops2022)✅",,,
50568,"**‼️🇨🇳☝️Путин положит конец конфликту на Украине ближе к 2024 году - китайское издание Global Times

**По мнению китайского аналитика, Россия демонстрирует готовность для долгосрочной борьбы с Киевом и Западом, как в военной, так и в экономической сфере.

""В 2023 году Россия может предпринять решительные действия, чтобы положить конец конфликту, поскольку Кремлю необходимо создать относительно стабильную и позитивную среду для президентских выборов 2024 года"", - пишет автор публикации.

✅[Спецоперация на Украине](https://t.me/specops2022). ✅[Подписаться](https://t.me/specops2022)✅",,,
50569,"ВСУшник под Артёмовском (Бахмутом) в ожидании штурма записывает прощальное видео из окопа.

Сетует на превосходящие силы ВС РФ, на наличие ""Вагнера"" и ""дуже поганые условия"".

✅[Спецоперация на Украине](https://t.me/specops2022). ✅[Подписаться](https://t.me/specops2022)✅",,,
50570,"Местные жители Артемовска рассказывают о гуманитарной катастрофе и как о них ""заботится"" украинское правительство.

✅[Спецоперация на Украине](https://t.me/specops2022). ✅[Подписаться](https://t.me/specops2022)✅",,,
50571,"**Середина осени, недалеко от Херсона.** **Подробный разбор одного из боев воинов-дальневосточников с десантниками ВСУ. 

**Группа десантников из 46 аэромобильной бригады ВСУ, передвигаясь вдоль линии соприкосновения, попадает в огневую засаду, устроенную подразделением нашей 38 мотострелковой бригады.

Первое попадание гранатомета приходится по борту бронемашины, что вынуждает её остановиться, а десант на броне и внутри - спешно рассредоточиться. Бо́льшая часть боевиков бежит в лесополосу, остальные прячутся в траве и за бронемашиной. После второго попадания из гранатомета подразделение в засаде открывает кинжальный огонь из стрелкового оружия по боевикам. Как результат - весь личный состав противника был уничтожен.

Интересный факт из рассказа участника этого боя: из 16 убитых десантников ВСУ - только двое имели украинские документы. Остальные 14 являлись гражданами Польши

✅[Спецоперация на Украине](https://t.me/specops2022). ✅[Подписаться](https://t.me/specops2022)✅",,,
50572,"На Украине тревога, сообщается что Герани начали денацификацию 

✅[Спецоперация на Украине](https://t.me/specops2022). ✅[Подписаться](https://t.me/specops2022)✅",,,
50573,"📌**Полномасштабное наступление ЧВК «Вагнер» на Соледар

**Штурмовые группы музыкантов работают по трем направлениям:

▪️с юга-востока, где вчера уже [был занят](https://t.me/brussinf/5434) ряд позиций противника;
▪️с востока вдоль основной трассы, пересекающей город;
▪️с восточных позиций и с позиций в районе Яковлевки — на ротный опорный пункт ВСУ севернее Соледара.

Успехов вам, парни!

✅[Спецоперация на Украине](https://t.me/specops2022). ✅[Подписаться](https://t.me/specops2022)✅",,,
50574,"Поздравление с наступающим Новым годом от военнослужащих 11-й гвардейской десантно-штурмовой бригады (г. Улан-Удэ, Республика Бурятия) из зоны проведения СВО на Украине.

✅[Спецоперация на Украине](https://t.me/specops2022). ✅[Подписаться](https://t.me/specops2022)✅",,,
50575,"От подписчика:

Не понимаю на что хохлы надеются? Если вся Россия встанет, мы же вас сметём нахуй!!! Вам ведь никакая техника НАТО не поможет! Наш президент как то сказал, что мы еще толком ничего не начинали, Вы че хохлы хотите чтобы Мы начали? Вы хотите чтобы вся Россия встала и пошла вас хуярить? Мы же вас до Польши гнать будем!!! Стоит только Путину сказать всей России что нужна помощь, встанут все! Вы сука долбаебы русского медведя хотите разбудить?! А все к этому идет! Я уже замечаю как накапливается злость в наших народах! Сегодня вы убили Якута, завтра Чеченца, а после завтра Мы ВСЕ пойдем вас ебашить! Извините но у меня накипело от хохлятской тупости! 

✅[Спецоперация на Украине](https://t.me/specops2022). ✅[Подписаться](https://t.me/specops2022)✅",,,
